,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
179,VY Test,Disfirst_inverse,,-0.7704160246533128,,DFi1,(based on tag),,1298,"dispref_inverse (24, pigepe.wav)",VY Test,383753,,,,,p,,,(based on tag)
180,VY Test,Disfirst_inverse,,-1.0729613733905579,,DFi1,(based on tag),,932,"dispref_inverse (27, tekub.wav)",VY Test,384833,,,,,b,,,(based on tag)
181,VY Test,Disfirst_inverse,,-0.6747638326585695,,DFi1,(based on tag),,1482,"dispref_inverse (4, bikupe.wav)",VY Test,386472,,,,,p,,,(based on tag)
182,VY Test,Disfirst_inverse,,-1.0615711252653928,,DFi1,(based on tag),,942,"dispref_inverse (11, dikeb.wav)",VY Test,387562,,,,,b,,,(based on tag)
183,VY Test,Disfirst_inverse,,-0.6397952655150352,,DFi1,(based on tag),,1563,"dispref_inverse (9, degob.wav)",VY Test,389272,,,,,b,,,(based on tag)
184,VY Test,Disfirst_inverse,,-0.8960573476702509,,DFi1,(based on tag),,1116,"dispref_inverse (1, bidob.wav)",VY Test,390541,,,,,b,,,(based on tag)
185,VY Test,Disfirst_inverse,,-0.7627765064836003,,DFi1,(based on tag),,1311,"dispref_inverse (26, potipe.wav)",VY Test,392001,,,,,p,,,(based on tag)
186,VY Test,Disfirst_inverse,,-0.8756567425569177,,DFi1,(based on tag),,1142,"dispref_inverse (5, bogeb.wav)",VY Test,393291,,,,,b,,,(based on tag)
187,VY Test,Disfirst_inverse,,-0.1775883502042266,,DFi1,(any response),,5631,Please take a b...,VY Test,397780,,,,,,,,(any response)
188,VY Test,Disfirst_inverse,,-0.0810307106393323,,DFi1,(any response),,12341,Please take a b...,VY Test,465458,,,,,,,,(any response)
189,VY Test,Disfirst_inverse,,-0.14885382554331647,,DFi1,(any response),,6718,Please take a b...,VY Test,517428,,,,,,,,(any response)
190,VY Test,Disfirst_inverse,,-0.15186028853454822,,DFi1,(any response),,6585,Please take a b...,VY Test,567619,,,,,,,,(any response)
191,VY Test,Disfirst_inverse,,-0.1392369813422445,,DFi1,(any response),,7182,Please take a b...,VY Test,622929,,,,,,,,(any response)
192,VY Test,Disfirst_inverse,,-0.11117287381878821,,DFi1,(any response),,8995,Please take a b...,VY Test,675869,,,,,,,,(any response)
193,VY Test,Disfirst_inverse,,-0.021614611477358693,,DFi1,(any response),,46265,Debreifing,VY Test,722191,,,,,,,,(any response)
